,user,enrolled
28359,123316,1
5847,262567,1
35089,186621,1
44875,179622,1
36344,104417,0
28349,48402,1
13051,294625,1
4037,354162,1
9256,137495,1
13369,221195,1
6373,122913,1
47862,202162,1
49408,52893,1
23597,286728,1
24260,260280,1
22469,115992,0
35250,41725,1
14203,20028,0
45515,106945,1
6982,365587,1
32770,181232,0
2725,360448,1
9975,10786,1
7370,31667,0
21874,223465,1
28747,134404,1
21237,149825,1
35330,147782,1
9067,220912,0
38257,177389,0
42253,212331,1
2047,143509,1
32458,341701,1
9864,42312,1
40251,93532,1
46895,234009,1
38397,263217,1
37374,245855,1
9544,225039,1
26149,70762,0
30989,97946,1
1064,220247,0
5569,169231,1
43162,40733,0
34990,254322,0
16666,168092,0
12346,267547,0
43709,242799,0
46970,55268,1
17473,187603,0
8657,334879,1
41297,362507,0
16451,58181,0
28804,136090,0
37391,73108,0
27764,51518,1
41686,249810,1
16814,263521,0
46902,357427,0
22344,38478,1
9292,313641,0
3113,308003,1
47525,196414,1
9734,42458,0
33049,308676,0
32409,198983,1
26905,219326,1
36197,215729,1
47698,285656,1
15376,362583,1
15842,113524,1
36976,217377,1
2789,221629,0
39894,290961,1
14641,259031,0
23027,44227,1
36272,318950,1
27646,319516,1
9896,163814,1
41641,150061,1
41176,150891,1
46000,224844,0
38688,243840,1
29760,29618,1
4584,293072,1
48057,304294,0
48525,165108,1
13390,356968,1
23911,113812,1
22860,313446,0
47905,310302,1
40263,137193,1
27014,350942,1
18371,122733,0
27225,2266,1
20621,29530,1
47319,226448,1
49759,170495,1
26234,301608,1
39807,98498,1
35709,347034,1
20393,276069,1
27782,65598,1
38256,281328,1
45961,245080,1
34353,81746,0
22209,265445,1
15307,222480,1
35451,178573,0
42831,4565,1
32631,185073,0
12441,207417,1
49781,82677,0
5081,201819,0
20202,264314,1
12643,114469,0
29065,217539,1
45969,265645,1
7535,73241,0
8158,93926,1
49754,284913,1
49347,319245,0
47499,322960,1
8671,286613,0
5064,257240,1
17725,139213,1
13925,252294,0
13274,127631,0
43999,210151,1
12341,161362,1
1197,79545,1
6228,51368,1
47969,156404,0
43053,333246,1
10273,20603,1
45903,320906,1
17665,313182,1
22225,25081,1
9411,248733,0
30758,82647,1
32524,239853,1
1136,176238,1
13446,137408,0
33858,131305,1
35198,237665,0
35348,275673,0
16569,365484,0
49116,107815,1
39169,74017,1
25950,171809,0
1304,135259,0
21689,339982,1
1817,306810,0
6249,323263,1
30838,248142,0
39078,336868,0
49526,45691,1
5180,117348,1
49731,18526,1
19624,330866,1
491,312127,0
39038,196201,0
40856,340524,1
11355,89829,0
4130,10051,1
17695,314966,0
13801,185397,1
19770,263979,1
17316,222446,1
26397,353170,0
45594,54583,0
27714,97449,1
17741,62792,0
21342,62778,1
19879,182382,0
30233,202723,1
33882,209234,1
13205,278748,1
5310,322809,1
15181,274325,0
32821,145393,1
15809,165630,1
27929,272299,1
27404,197398,1
19552,28115,1
34178,101552,1
37937,192089,1
11392,108547,1
35789,67496,1
17825,150415,0
13396,7493,1
47527,280699,1
14304,319338,1
46929,221104,0
5892,339249,1
4748,234316,0
11337,126413,0
5231,272518,0
43105,96956,1
22081,270691,0
29437,28960,0
36674,15401,0
41056,336465,1
12347,11392,1
34529,245331,0
23732,103060,0
8058,157492,0
708,274703,0
46689,11960,1
39982,41834,1
17363,134091,1
22089,357226,1
47151,246974,0
33456,267420,1
44701,150585,0
34553,363087,1
49843,267805,0
6187,82212,1
1952,123566,1
29442,229810,1
1300,493,1
31729,260551,0
28585,10151,0
23981,214009,0
41643,324372,1
6620,318826,0
24446,350941,1
16167,171154,0
29726,128266,1
9652,351973,1
40505,165589,0
40343,72846,1
37972,18220,1
9569,244517,1
43728,202713,1
8197,355339,1
18387,190062,1
5723,170573,1
24898,73292,1
12281,37051,0
28480,93962,0
47472,201409,1
11950,117070,1
23144,195647,1
19118,80752,0
42153,149510,1
10848,82945,1
40516,326931,0
8085,32386,0
24710,192307,1
37627,182192,1
4769,316345,0
16184,162561,1
4288,359016,1
8691,43690,1
21815,196386,1
13088,108996,1
3800,294605,1
35407,204779,0
9660,133884,0
23549,297760,1
40775,123716,0
4896,241621,1
443,61152,1
17086,118336,0
32290,328264,0
11215,61707,1
33530,163763,0
47812,81495,1
24481,173442,1
23621,280622,0
26281,244124,0
46153,373078,0
34901,246216,1
3251,360670,0
12846,203404,1
41706,179347,0
46528,67839,1
20952,325295,1
21964,5117,1
22011,137041,1
36983,221962,1
13118,136535,1
8453,342481,1
11134,347491,1
22016,103255,1
48937,345554,1
41347,239914,1
40889,147521,1
471,53079,1
3601,208074,0
30851,154759,1
23751,329327,1
15145,298856,0
18475,346983,0
32446,373271,1
30676,42242,1
497,124855,1
7512,322260,0
31178,156453,0
14421,175577,1
32912,117476,1
43534,104588,1
9554,174374,1
17851,132789,1
21415,122657,1
47948,127130,1
42099,281376,0
29682,123899,0
36924,255165,0
44543,16026,1
9206,330998,1
33147,291086,1
18296,127510,0
19780,171373,1
40416,52501,1
33481,82041,0
20359,233964,0
19468,363722,1
35922,270521,1
49216,97336,1
24808,360280,0
49970,14381,1
6016,306587,1
45283,62931,1
8294,5463,1
36737,139716,0
37392,31122,1
20980,165835,1
474,220487,0
2973,357992,1
35524,274530,1
26798,273285,0
10699,52885,1
3296,289499,1
11611,225342,0
3392,176219,0
25472,235267,0
45999,180004,1
34614,366151,1
24207,15658,1
37581,335719,0
10708,77433,0
11104,100632,1
40580,111394,1
12047,164881,1
40357,313695,1
17705,99501,0
23072,367152,1
6519,284240,1
4603,214925,1
49156,196243,0
14496,31972,1
8412,348510,0
36360,332396,0
22015,82974,0
47363,204034,1
8988,49815,1
41060,72510,0
44430,367018,0
40383,216979,0
30930,54451,0
14859,204931,1
11631,297678,1
28733,313960,1
8241,63840,1
22981,324579,0
34091,335710,0
40738,350714,1
10898,361903,1
16890,260824,1
7094,241309,0
38886,366201,0
39949,120425,1
38807,74694,0
16478,48277,1
9287,350951,0
11327,22750,0
2064,364945,1
47725,221861,1
31390,221582,0
9152,341439,0
21772,103763,1
9255,130293,1
42209,185383,1
9116,243966,1
46051,305658,1
34978,227165,1
748,47405,1
36474,1361,1
21222,234420,0
22998,67169,0
49746,19121,0
34435,231165,1
26150,307123,1
9636,360085,1
14419,55125,1
12863,287123,1
20480,285390,0
28193,35778,1
38097,214130,1
18667,22695,1
44802,135917,1
14046,7560,0
13792,354892,1
14065,97728,0
29679,27994,1
31477,191677,1
32400,370176,1
24739,346495,0
42541,175940,1
4072,369903,1
19285,104305,0
48534,155398,1
13609,197836,1
15728,370878,1
8895,185459,0
49930,299480,1
27726,230737,1
36590,272258,0
16428,307728,0
21186,165314,0
40680,182212,1
49686,71885,1
49551,143697,1
32724,16185,1
38573,110237,1
37040,234970,0
11515,297782,1
37687,102650,0
40879,221572,0
6358,39813,1
19610,364947,0
20055,123281,1
12732,66337,0
13090,98502,1
3257,38036,1
45243,341395,0
1381,337470,1
9829,125274,1
32535,355892,0
10915,95959,1
33636,2329,1
452,40281,1
12917,73446,0
4779,233483,1
41578,120007,1
27306,295024,1
49518,355677,1
32287,91649,1
3442,187304,0
34747,3823,1
11036,35181,1
34199,21512,0
45812,284470,1
36855,284804,1
8617,240098,1
17909,302844,1
26741,269032,0
18971,124873,0
41544,86483,1
44915,355548,1
10452,246705,1
23496,266870,1
32483,143223,1
39941,229476,1
6104,103024,0
44862,194749,0
24074,69203,1
11273,202720,1
12179,210721,1
36465,338269,1
23196,88017,1
31813,220415,0
33115,78910,1
5654,281192,1
18801,372072,0
12804,74145,0
45575,277119,1
42704,267759,1
31341,230344,1
30513,80739,1
31459,7552,1
28809,292507,0
26210,56132,0
21787,172545,1
48900,257865,0
29061,355163,1
18872,192152,1
17254,343213,1
17962,248552,1
3092,332540,1
1164,204715,1
41050,262150,1
10091,19211,1
15616,172705,1
14112,32964,1
16150,36295,0
46813,74448,1
37979,104605,1
34649,142641,1
11316,308483,0
17862,353320,0
11241,81401,1
25425,212248,0
23518,254702,1
5603,230933,1
12364,323553,1
45143,48625,0
6753,348196,1
16101,23020,0
43063,232139,1
24223,366979,1
31606,204168,1
34735,163792,1
23698,244114,1
26882,257198,0
7847,137569,1
21946,147342,1
7440,144324,0
41193,132738,0
22040,101194,1
24646,41829,0
47910,39359,0
31803,117946,0
12035,259046,0
38567,112555,0
29787,331436,0
1716,277403,0
24182,246382,0
28315,178266,0
746,17284,0
8171,279575,1
2299,274491,0
8575,4694,0
18440,96472,0
22544,179121,1
10505,216674,1
46479,270674,1
47257,2996,1
49258,164230,0
21268,19273,0
26466,121293,1
12101,48735,1
5182,239711,1
39060,196363,1
32416,305143,1
7105,361418,1
24854,89673,0
46869,111965,1
41703,242497,1
26553,306746,0
49244,163211,1
9902,263940,1
49435,6064,1
49520,39461,0
31634,83360,0
33832,334626,1
10467,177488,0
4303,203610,1
26018,291584,1
6028,19487,1
31373,34525,1
2607,307415,1
19005,98575,1
30607,212046,0
46711,42617,0
13976,43382,0
28111,209267,1
1350,132397,0
36604,224993,1
3454,203745,1
7767,115126,1
49719,82480,0
23458,81801,1
33960,19116,1
26964,124018,1
4543,67597,0
41588,85658,1
16499,204028,1
30327,328596,0
13771,63480,0
32603,120349,1
26720,131956,1
39455,330661,1
35328,318291,1
23322,270030,0
35285,165469,1
19098,247902,1
28189,245885,1
31167,119195,0
17805,336554,1
46464,359170,1
31539,109905,1
24495,171482,1
27848,221371,0
44008,287678,0
34692,299303,0
40742,275463,0
8415,280554,1
43575,20847,0
40786,45424,1
28498,367313,1
31016,366321,1
5113,131939,1
27805,112159,0
43606,343202,0
9427,266463,1
18070,353619,1
15530,228206,0
22127,230392,0
13075,86415,1
17057,267679,0
8552,214351,0
13868,60611,0
38172,146684,1
23610,293940,1
890,210995,1
40963,28890,1
8370,133181,1
31199,343128,0
49373,120986,0
17111,667,0
44737,81348,1
10336,148368,1
24715,53552,1
9525,145482,1
28586,255871,1
7764,179188,0
4071,349783,1
19962,183940,0
40770,305862,1
45056,121617,1
34423,208399,1
31666,286062,1
32823,257895,1
32368,348785,1
26179,331923,1
44222,354567,0
939,221476,0
20963,81833,1
16055,360976,1
32440,68850,0
35413,122243,1
31538,62895,1
33031,247532,0
23170,228761,1
4430,40345,1
34045,210859,0
17614,143224,1
29797,50918,1
28049,131668,1
8119,146382,1
7394,357191,1
37535,39126,1
27948,347153,0
46853,227753,1
17378,314926,1
43834,99419,1
39414,7624,0
22836,27641,1
37139,80530,0
27332,9412,0
18201,204567,0
985,202191,0
38120,63455,1
46823,227060,0
41741,43950,1
30554,10467,0
40444,37188,0
11351,283088,1
15389,294180,1
11320,353282,0
33496,94254,1
45533,114170,0
39219,92296,0
7241,65591,1
14110,225628,1
19801,140685,1
43500,74276,0
28557,126200,1
12610,252598,0
35481,336244,1
12838,265757,1
16388,33539,1
16848,98275,0
42570,251812,1
39016,113815,0
41154,60722,0
42839,67182,1
36423,212477,0
7659,157603,1
28963,218325,1
19318,271851,1
18832,115133,1
12287,86223,1
9104,344687,1
32011,273672,1
4365,271159,1
47612,321633,1
30002,52606,1
31340,135330,1
24174,103703,1
6387,294458,1
15332,72159,1
4320,349487,1
13820,168370,1
697,352093,0
2990,158581,0
16949,90763,1
9433,335240,1
5397,14635,1
6208,268203,1
39411,52419,1
31648,274049,1
19044,23966,1
3389,251969,0
4317,139684,1
33690,267374,0
4656,69758,0
47639,255223,1
16058,127763,0
47034,281574,1
14196,327195,1
35714,199751,1
14178,136429,0
48869,29912,0
22891,88881,0
25781,82401,1
42108,107181,1
47575,42123,1
29543,286210,0
38316,288222,1
36952,339165,1
32760,62760,1
20273,16718,1
43089,100719,1
5443,271521,0
20230,128249,0
39331,142170,0
41727,14163,1
16147,29793,0
12840,50607,1
949,273084,1
47989,152878,1
38164,81161,0
49283,237094,1
21156,351876,1
14947,152334,1
7806,122343,1
16944,73687,1
7495,331690,0
44188,273388,1
34476,100917,1
34874,214954,1
3368,367212,1
18963,68649,0
33559,222344,0
17594,62673,1
553,77449,1
4637,191701,1
22922,103755,1
23879,57809,0
3500,8498,0
3899,60648,0
24505,207029,1
805,121906,1
23475,42376,0
45727,44596,1
30818,247374,1
23181,303892,0
10076,156520,1
45269,186362,1
33951,61906,1
30418,233237,1
32229,85827,0
48017,161608,1
17208,331784,0
32225,6327,1
27816,82454,0
31921,277022,1
26819,241477,1
13973,18386,1
36205,165261,1
27992,183405,0
17891,285380,1
11328,211891,1
49597,72262,0
20618,38152,0
26283,259475,1
21795,15316,1
44392,78739,1
43125,103550,0
32838,273147,1
9949,40609,0
21520,229208,1
42517,132534,0
42283,316792,1
19756,132334,0
37117,122929,0
23944,333381,1
368,125696,1
34908,35462,1
48728,189869,1
1918,222654,1
7884,287467,1
7579,258471,1
2807,369017,0
37680,244613,0
25207,295401,1
11917,37892,0
24533,316548,0
23986,362411,0
3501,52386,1
19150,347521,1
37016,332132,0
45833,314922,1
45185,132827,1
21552,257536,1
11892,263759,1
49725,14325,0
43408,346235,0
34364,231269,1
11851,332416,1
13299,185544,1
10554,141681,0
48979,47274,0
5491,7237,0
49108,332634,1
28320,329109,1
19635,116105,1
35506,186369,1
31911,203387,1
15647,263283,1
15938,255115,1
34375,2664,1
8047,128413,0
2327,292960,1
41811,163361,1
20508,272391,0
8010,350054,0
5502,300643,1
42018,45794,1
1963,3138,1
39210,267521,0
6632,294362,0
29530,38812,0
6442,87052,0
38406,40234,1
3435,119388,0
29186,321887,1
5161,157336,0
30873,8045,1
48577,255370,1
4965,99573,1
10383,344970,0
10731,370418,0
6884,27314,0
39516,222598,1
11926,344521,1
36699,1705,1
17436,124696,0
6669,107509,1
14581,275578,1
2971,174669,1
21673,109463,0
35838,155978,0
31073,236485,1
35095,180871,1
35057,372011,1
30238,222404,0
30849,135679,1
3434,31404,1
40140,115827,1
49232,175531,1
45630,316613,1
30173,334689,1
32515,245735,1
23538,242881,0
11772,272604,1
4358,214254,0
30733,154749,1
15754,165927,1
22694,67028,0
882,36387,0
35241,370264,1
42529,139726,0
38710,239486,1
35077,290202,1
25168,209980,0
18806,43647,0
30031,59145,0
36755,290216,1
19945,310972,1
34644,339835,0
3040,127002,0
41495,373525,1
5955,57904,0
38639,350030,0
18807,154479,0
31716,22733,0
49187,13874,0
6494,307818,0
36506,249653,1
39932,104106,0
4893,241012,1
48409,355872,0
2051,124441,0
4414,63578,1
11683,347202,1
30606,178620,1
11482,276857,1
15912,242503,0
15984,183202,1
21909,234974,1
13283,290802,1
48103,332548,0
16559,142011,1
25257,262576,1
49637,91134,1
46697,128741,0
8999,122197,1
35919,344908,1
4990,150879,1
42285,165501,0
26394,26144,1
46285,287791,0
49173,11748,1
25391,137871,0
21334,131328,0
7908,354347,1
37083,303073,1
32190,57869,0
38824,45021,1
13270,165702,1
7162,43900,1
40055,300218,1
18160,325539,0
25902,347906,1
11638,191173,1
14465,169606,0
16786,288514,1
47318,269752,1
15100,89439,0
9166,163598,1
32840,216907,0
4879,287159,0
43588,19508,0
16590,218128,1
5106,218396,1
36076,82471,1
20887,166841,1
32051,203115,1
45305,265415,1
42850,80640,0
23395,102981,0
21996,359058,1
39198,66642,1
40068,124792,0
42920,232055,1
11663,55209,1
17462,82841,1
10196,97804,1
49008,50030,1
25656,201301,1
26891,212055,1
30470,197856,1
801,224984,1
43409,128433,1
11794,349558,1
19001,318970,1
23033,337267,1
24707,201067,1
5021,3214,1
16230,88709,1
1545,21479,1
49412,93049,1
39098,175736,1
39230,320948,1
10786,369967,0
41835,223136,1
7638,39688,1
47623,140742,1
27927,216544,0
17915,26222,1
9016,22866,1
960,339104,1
39877,252184,0
14535,115966,1
18082,74630,0
49806,80011,1
45966,205238,1
11345,131450,0
38904,35421,1
16965,268485,1
7386,151096,1
48054,159673,1
10658,172392,1
33824,327044,1
13383,62547,1
13937,300814,1
47908,17479,1
44547,370653,0
8940,184681,0
22785,153022,1
47387,139300,1
38702,43952,1
33447,329425,1
29677,77184,0
44280,22474,1
25935,24128,0
21223,233661,1
43840,234454,1
41971,335608,0
11955,35356,0
287,128593,1
30093,158888,1
49067,123355,1
6431,178812,1
16208,50132,1
3421,255478,1
17074,67472,1
29405,299493,1
34656,265704,1
11074,309746,0
25772,273313,1
45635,304452,1
14407,96024,1
776,201972,1
11230,91878,0
22645,329814,0
13945,273558,1
31875,182316,1
46825,71160,1
46770,112178,1
12268,120713,1
49422,93021,0
25929,253551,1
43736,51564,0
8388,240207,0
15109,56657,1
10203,208405,0
8577,99748,1
6612,334544,1
28999,297019,1
44671,325797,1
48705,173377,0
36547,58060,0
16232,18393,1
44649,344064,1
14471,81357,0
12307,252826,1
20661,288741,1
44901,64794,1
10673,354133,1
39227,299866,0
7845,333467,1
44331,25100,0
5827,188652,1
35824,354156,1
10162,273851,0
42165,85020,1
6436,45220,1
7518,192029,0
41935,86301,0
1517,262709,1
46526,285988,1
1639,70962,1
29027,122968,1
45218,36644,1
17200,318320,1
27725,322766,1
45781,344634,0
27340,128763,1
9153,180696,1
41117,321218,1
34885,304041,0
22275,71250,1
33192,287434,1
17350,9673,0
429,132805,1
43278,30083,0
46027,319610,1
45605,60514,1
28841,358127,0
18668,168988,1
48092,893,1
21713,311476,0
22430,58258,1
25289,193583,1
18004,155400,1
13423,193248,1
42785,135839,1
34,74128,1
29793,152246,1
27033,167314,1
46260,114599,1
43045,357303,0
6141,271679,1
2389,269635,0
7719,220653,0
24041,294097,1
1272,40902,1
8358,185691,1
39671,148912,1
8167,105253,1
47030,94053,1
48081,42605,1
35215,197814,0
2697,52663,0
24236,271157,1
14773,8169,0
47711,80982,1
3733,317451,0
7150,365959,1
11287,78781,1
29477,147004,0
39342,191948,0
48245,181442,1
40490,16652,0
13144,14240,0
16485,240234,0
43942,102232,0
15684,109128,1
46896,180483,1
25081,240730,1
25256,130288,1
32230,314584,0
21826,136271,0
28420,341173,1
15498,83726,1
13050,22342,1
46099,60327,1
44776,211416,1
21400,111289,1
28691,86436,0
33767,321945,1
19666,217973,1
17313,311177,1
34459,20228,1
44241,173222,1
24170,34430,1
8596,40682,1
47590,20854,1
28203,188353,1
33412,72893,1
9182,326888,1
24704,104651,1
46249,190157,0
41622,217738,1
24600,355532,1
22886,132796,1
26884,128977,1
7683,369152,0
1667,288400,1
2714,83718,1
5673,348907,1
25926,111481,0
7852,305748,1
37936,103857,0
3750,331191,1
4573,75598,1
6160,225916,1
2154,340649,0
45443,160699,0
11040,116533,1
1634,358693,1
17762,175948,1
27965,254970,1
35041,37125,1
42506,30426,0
32817,148169,1
34955,151807,0
23695,105727,0
13726,255712,1
22049,254039,0
27676,74973,1
5167,246183,1
36997,126544,1
10465,91221,1
18910,179800,0
33419,53736,1
40165,297992,1
46422,323932,0
46140,64888,1
3627,369989,0
25199,86902,1
26117,131607,0
40350,311978,1
34241,143441,1
37315,65234,0
27392,64364,1
47122,46410,1
46574,318221,1
31327,241808,0
6898,118422,0
9763,194573,1
38725,276389,1
17456,36928,1
46001,310642,1
12094,334532,0
44061,235015,1
46601,158826,1
20383,165276,0
14884,210289,1
34033,154691,1
13405,143588,1
36768,4833,0
49021,97243,0
7496,31446,1
40054,371262,1
10983,339327,1
9877,207825,1
13193,16396,0
40489,259200,1
42923,86078,1
39598,58389,0
33758,232717,0
15442,200483,1
16579,143858,1
21215,265665,0
30558,361214,1
28019,318219,1
26886,151332,1
14913,331102,1
27054,363978,1
4702,227513,1
39725,146893,0
46514,24706,0
7519,306401,1
41732,123007,0
37158,114534,1
1461,173553,1
29912,111409,1
43322,64828,1
15235,318228,0
21724,291511,1
12633,117307,1
14690,329429,0
3165,123752,0
30643,53399,0
13643,42959,0
2467,251378,1
43373,29721,1
1792,293231,1
7891,259470,1
4501,158189,1
26246,338571,0
8008,373003,0
34767,286135,1
32670,72104,1
9682,136705,0
3357,180734,1
46098,258108,0
28770,100797,0
27733,180196,0
49880,156469,0
23406,317004,1
24195,132468,1
34999,330579,0
36575,4946,0
49164,295550,1
35775,154169,1
15519,32247,1
9956,364544,0
42713,175228,1
18803,120804,1
20820,308840,1
8145,48774,1
28275,105005,1
6219,261297,0
7565,187984,0
20972,162535,0
10664,19904,0
16062,80018,0
19736,105146,1
22446,38547,1
9447,256387,1
7229,340319,1
585,244385,0
32878,22778,0
21087,229133,0
4121,63729,1
31274,126157,0
34003,350888,1
38677,355945,1
16763,354273,1
36611,330792,1
19039,206294,1
3917,64217,0
37474,54040,1
46690,288200,1
16382,178036,1
21771,213622,1
39420,200893,1
35454,283401,1
7180,37467,1
19107,301187,1
45047,63775,0
436,14591,1
16818,190012,1
15708,109468,1
10753,222505,1
38395,106173,0
28073,54885,1
38456,115714,1
17635,156793,0
17849,279050,1
23385,261535,1
39680,288361,0
14342,195294,1
27962,289649,1
16836,321938,1
28197,10708,1
32404,189319,1
43882,265640,1
15600,317825,1
18120,265810,1
35708,122852,0
17728,27102,1
47339,58069,0
27265,240850,1
31672,333760,1
49377,36765,1
46931,188341,1
40435,351983,0
36772,168410,1
10511,104508,0
2785,234763,1
43471,291282,1
35887,276330,1
5641,73116,0
14045,80952,0
4705,131600,1
1436,104055,1
24745,338913,1
28080,342496,1
18187,166200,0
11776,291730,1
42202,352360,1
47304,318483,0
12904,364056,1
37182,346903,0
21866,117343,0
39358,134188,1
33689,338895,0
30207,32568,1
20197,101696,1
2943,77723,1
14149,139975,1
30184,344551,1
38151,171495,1
48364,140512,0
25054,334271,1
41848,138130,1
27221,21008,1
2931,336251,0
36143,364930,1
48300,360683,1
33148,370372,1
31600,32918,0
2573,112327,0
31596,198355,0
46357,250805,1
10343,360473,1
167,8244,0
47284,269773,1
18834,16662,0
18011,172733,1
34366,316187,1
46004,258039,1
43555,195268,1
9937,16712,1
18962,43568,1
43281,348107,1
29651,269911,0
4134,129222,0
31248,361408,0
29087,166448,1
40487,251366,1
44691,133070,0
7074,348225,1
20287,200918,0
27896,206396,0
17285,213704,1
24334,256544,0
47503,88130,1
10388,2155,1
4068,93115,1
641,167842,0
2731,329456,1
4097,273236,0
35055,249255,1
35967,130674,0
6750,336907,1
37339,295870,1
43912,327244,1
2484,92016,1
971,370021,1
16140,365861,1
19964,355925,1
6331,10731,1
10919,111659,0
24625,103913,0
8772,36674,1
3336,197625,1
36999,256040,0
23587,311373,0
36657,21238,1
31023,211258,1
20821,232940,0
29246,113199,0
46119,83748,0
2099,73357,0
40497,265890,0
21432,83403,0
37317,213154,0
31981,197041,0
32774,187845,0
23175,61503,1
26157,11892,1
42587,242443,1
26244,178822,1
44780,134049,1
23174,27854,0
3508,177195,1
40372,183846,1
13580,244702,1
28848,239093,0
13574,72887,1
46141,157348,1
22995,270345,1
24950,228376,1
11453,203111,0
27001,29952,0
28135,261543,0
22353,89072,0
7085,262647,1
1620,263365,1
31744,52824,1
42944,59267,0
13126,154765,1
1928,34365,0
5702,165092,0
19917,311183,1
41603,61610,0
3156,162647,1
23236,1788,1
45195,310548,1
20920,115392,0
39604,152250,0
9822,156956,1
14612,30073,1
5813,6694,1
19244,235284,1
1627,238568,1
19467,351581,1
11162,121509,0
8761,208916,1
40173,215316,0
4405,190042,0
47807,106958,1
27452,315090,1
13519,250405,0
30583,151008,1
698,21411,1
26385,198588,1
47086,360757,0
21654,23710,1
21377,131193,0
8403,313040,0
36084,69916,1
22272,134339,1
23489,87624,0
17842,243603,1
30135,173834,1
28465,321283,1
49281,339471,1
49320,28037,1
1673,331589,0
42580,246769,1
29265,71178,1
33995,93179,1
29436,194372,0
20997,263376,0
39155,316235,1
24985,257013,1
24143,138737,1
2976,8434,1
43796,35783,0
46083,179473,1
31235,35498,1
43068,110149,1
44466,338802,1
6800,17110,1
11061,104169,1
17791,102242,1
20402,257665,0
41555,190087,0
37879,278838,0
49251,49799,0
5267,73412,1
40672,273789,1
7159,301590,1
34822,134015,1
36297,97611,1
1898,284498,0
21877,224000,1
33633,41936,1
48440,322182,0
33335,360901,0
31597,64723,1
32497,127845,1
26330,58334,0
15879,106746,1
28870,126731,0
15957,330746,1
8386,309516,1
38488,37173,1
25270,222041,1
25934,192727,0
111,255766,1
18479,125402,0
22811,256576,1
11577,20492,0
40375,116469,0
8732,368574,1
6491,106170,1
6531,1776,1
11403,320124,0
35997,320114,0
41032,287205,1
20007,60532,1
40967,179629,0
15158,99483,1
1781,46364,0
4880,3640,1
11834,370214,1
18012,348129,1
8758,332434,1
13225,340108,1
48775,355734,1
13872,248186,1
30153,213634,1
31726,106116,0
14532,15967,1
21131,65302,1
29048,85879,0
19234,308275,1
16171,84656,1
23375,56988,1
24863,66386,0
34592,230955,1
17974,318511,1
6872,74617,1
11805,1356,1
10246,100414,1
34606,195403,1
29470,363318,1
18214,233252,1
2674,226852,0
11534,205160,0
27478,190590,0
45364,19624,0
25899,240427,0
38054,170538,0
11535,151145,1
103,13148,0
18249,14124,0
44595,141815,1
10163,277586,0
46879,275599,1
9328,5434,1
47487,27169,0
29118,299077,1
3765,192978,1
44060,360598,0
21967,61718,1
13073,272147,1
11836,3804,0
7854,131250,1
14369,87691,1
39001,225999,1
36018,26303,0
22975,77695,1
19916,256878,0
8978,238137,0
1328,16671,1
16051,269614,1
24912,310256,1
47175,279398,0
24435,44465,0
29489,165039,1
14541,181762,1
7528,212966,1
33719,241998,1
43067,247629,0
10671,77366,1
24208,94243,1
3770,60242,1
2163,273437,1
25285,228197,0
20337,308741,0
30193,288455,1
34124,26739,0
29923,179317,1
5703,78328,1
28722,178983,1
3862,8657,1
48808,183379,1
24184,162911,0
6772,322770,0
495,331778,1
14143,259202,0
7791,91230,0
28967,353823,1
16437,14111,0
22677,36798,1
45848,110104,0
43378,10754,1
42674,104496,1
22108,194839,1
24871,197948,0
3322,85223,1
36989,142452,0
35978,148162,1
45954,290149,0
49659,183973,1
41331,67698,0
24309,132342,1
27417,83449,1
25854,259298,0
13864,152606,1
28818,171247,1
12427,315327,0
1446,312892,1
15359,275385,1
45235,288636,1
9217,357654,0
32896,325888,0
34859,284639,0
39617,313569,0
13666,285612,1
1646,80969,1
35719,313034,0
31317,67950,1
17294,273551,0
34121,56560,1
14060,106146,0
6635,183779,0
5594,230886,0
10879,206298,1
33668,277629,0
17453,39328,1
29237,166357,1
3552,165111,1
11645,90280,1
48941,191448,1
46521,9544,1
34454,102989,0
13832,343537,0
3718,124140,1
627,255012,1
26116,252558,1
34416,164734,1
35541,151101,1
4519,93340,1
9613,30451,0
7784,38358,1
21084,312876,1
28850,201822,1
18865,223987,1
43041,151054,0
43980,334043,1
14681,15328,1
24370,169719,1
48175,142189,0
15142,160574,1
45570,368400,0
42134,232854,1
48270,19796,0
42939,165454,0
16776,203662,0
10736,289332,0
33262,346284,0
42483,357611,1
10667,303245,1
39678,211340,0
40061,73914,1
41059,142358,0
43155,203966,1
18682,337343,0
39911,216388,1
41855,362959,1
28413,77627,0
18847,120924,1
16849,67402,0
874,355184,1
49425,122173,1
46498,345803,0
48109,21949,0
25712,185185,1
28464,33049,1
38951,62626,1
4266,233130,1
1312,326237,0
2760,365420,0
35387,327940,1
44482,71559,0
42292,276768,0
5090,135147,1
27380,372337,0
16960,79898,0
29321,288964,1
5753,93919,1
18316,106994,1
36176,342032,1
33166,103153,1
9746,26872,1
15846,76034,1
40048,259494,0
25506,156693,0
14384,236801,1
35480,182313,1
43288,367301,1
27550,46067,0
38098,159439,1
26722,341050,0
33215,65381,1
7615,37397,1
27922,270789,0
17966,325035,1
2552,18628,0
49454,194949,1
22903,296571,1
6654,123349,1
47468,129555,0
41294,148269,0
13087,105082,1
13921,248431,1
12069,371098,1
32716,270894,1
34082,367423,1
26329,300883,0
45040,199827,0
14168,179873,1
40543,167522,1
1830,261278,0
35186,131906,1
35646,276858,1
1640,158418,1
34819,371086,0
39527,119175,1
